complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2023-01684,Sanitation,Municipality,Medium,Ernakulam,1,2024-08-04,6,3,49,527,0,10,14,1,1,Closed,45
KL2023-01685,Water Supply,Kerala Water Authority,Medium,Kollam,1,2022-06-25,5,6,18,456,0,10,10,0,0,Resolved,29
KL2023-01686,Social Security,Social Welfare,Medium,Alappuzha,1,2024-04-02,1,11,13,374,0,10,8,0,0,Resolved,28
KL2023-01687,Public Works,PWD,Critical,Malappuram,0,2024-09-22,6,7,65,167,1,2,6,1,0,Resolved,85
KL2023-01688,Housing,Housing Board,Low,Palakkad,0,2022-11-15,1,16,23,705,1,15,14,0,0,Resolved,47
KL2023-01689,Sanitation,Municipality,Low,Idukki,0,2022-03-06,6,20,53,113,0,15,10,0,0,Resolved,25
KL2023-01690,Public Works,PWD,Low,Kannur,1,2024-05-30,3,16,32,105,0,15,20,1,0,Resolved,44
KL2023-01691,Housing,Housing Board,Low,Kannur,1,2024-05-16,3,9,37,700,0,15,22,1,0,Resolved,51
KL2023-01692,Healthcare,Health Department,Critical,Kollam,0,2023-07-15,5,13,15,355,1,2,4,1,1,Closed,36
KL2023-01693,Water Supply,Kerala Water Authority,Low,Kasaragod,1,2024-05-09,3,17,32,735,0,15,9,0,0,Resolved,21
KL2023-01694,Revenue,Revenue Department,Medium,Pathanamthitta,1,2022-04-21,3,3,59,400,0,10,17,1,1,Closed,59
KL2023-01695,Revenue,Revenue Department,Medium,Pathanamthitta,1,2023-02-11,5,12,58,543,0,10,15,1,1,Closed,48
KL2023-01696,Healthcare,Health Department,Medium,Wayanad,1,2024-06-13,3,12,78,448,1,10,13,1,1,Closed,53
KL2023-01697,Sanitation,Municipality,Low,Kollam,0,2022-10-24,0,11,45,64,0,15,14,0,0,Resolved,33
KL2023-01698,Healthcare,Health Department,High,Thrissur,1,2022-10-30,6,16,45,166,0,5,4,0,0,Resolved,28
KL2023-01699,Social Security,Social Welfare,High,Kottayam,0,2024-12-02,0,1,62,178,1,5,9,1,1,Closed,72
KL2023-01700,Education,Education Department,Medium,Thiruvananthapuram,0,2023-03-24,4,7,58,763,0,10,14,1,1,Closed,47
KL2023-01701,Healthcare,Health Department,High,Malappuram,0,2024-02-13,1,7,49,264,0,5,6,1,1,Closed,41
KL2023-01702,Housing,Housing Board,Low,Idukki,0,2024-01-16,1,1,43,364,1,15,28,1,1,Closed,73
KL2023-01703,Education,Education Department,Low,Wayanad,1,2024-10-19,5,15,57,470,0,15,12,0,0,Resolved,36
KL2023-01704,Public Works,PWD,Critical,Idukki,0,2024-05-22,2,17,47,166,0,2,1,0,0,Resolved,56
KL2023-01705,Healthcare,Health Department,Medium,Thrissur,0,2024-05-27,0,12,27,616,1,10,9,0,0,Resolved,33
KL2023-01706,Healthcare,Health Department,Medium,Palakkad,0,2024-06-11,1,13,41,725,0,10,7,0,0,Resolved,27
KL2023-01707,Social Security,Social Welfare,Low,Kozhikode,0,2023-08-04,4,20,17,139,0,15,15,0,0,Resolved,19
KL2023-01708,Education,Education Department,Low,Kollam,1,2022-02-03,3,20,57,156,1,15,13,0,0,Resolved,40
KL2023-01709,Water Supply,Kerala Water Authority,High,Wayanad,0,2022-07-24,6,15,69,645,0,5,3,0,0,Resolved,40
KL2023-01710,Housing,Housing Board,Critical,Kozhikode,1,2023-08-17,3,14,32,278,0,2,2,0,0,Resolved,50
KL2023-01711,Water Supply,Kerala Water Authority,Medium,Palakkad,0,2024-02-20,1,4,30,530,0,10,7,0,0,Resolved,36
KL2023-01712,Education,Education Department,High,Idukki,1,2024-08-08,3,14,55,57,0,5,4,0,0,Resolved,40
KL2023-01713,Public Works,PWD,High,Kannur,1,2023-04-04,1,17,41,324,0,5,2,0,0,Resolved,49
KL2023-01714,Revenue,Revenue Department,Medium,Kottayam,1,2024-04-29,0,8,5,474,0,10,10,0,0,Resolved,33
KL2023-01715,Housing,Housing Board,Low,Thiruvananthapuram,0,2022-02-23,2,5,52,581,0,15,24,1,1,Closed,61
KL2023-01716,Public Works,PWD,High,Idukki,0,2022-12-16,4,19,60,297,0,5,11,1,1,Closed,53
KL2023-01717,Social Security,Social Welfare,Low,Alappuzha,0,2024-03-16,5,2,78,489,0,15,26,1,0,Resolved,64
KL2023-01718,Social Security,Social Welfare,High,Wayanad,1,2022-12-22,3,13,45,579,1,5,7,1,0,Resolved,51
KL2023-01719,Sanitation,Municipality,Medium,Kollam,0,2022-09-16,4,17,20,696,0,10,7,0,0,Resolved,16
KL2023-01720,Social Security,Social Welfare,Medium,Kasaragod,0,2023-06-17,5,18,25,380,1,10,7,0,0,Resolved,34
KL2023-01721,Sanitation,Municipality,Medium,Kollam,1,2022-07-11,0,1,60,61,0,10,13,1,1,Closed,51
KL2023-01722,Healthcare,Health Department,Medium,Thiruvananthapuram,1,2022-06-11,5,19,53,75,0,10,4,0,0,Resolved,24
KL2023-01723,Healthcare,Health Department,Medium,Thrissur,1,2024-01-04,3,6,35,718,0,10,7,0,0,Resolved,34
KL2023-01724,Sanitation,Municipality,High,Kottayam,1,2023-02-01,2,18,36,793,1,5,5,0,0,Resolved,34
KL2023-01725,Social Security,Social Welfare,Low,Kannur,1,2023-06-18,6,2,40,134,1,15,28,1,1,Closed,60
KL2023-01726,Housing,Housing Board,High,Kozhikode,0,2022-07-31,6,4,63,660,0,5,6,1,0,Resolved,70
KL2023-01727,Healthcare,Health Department,Medium,Kottayam,0,2023-06-21,2,6,16,129,0,10,8,0,0,Resolved,27
KL2023-01728,Water Supply,Kerala Water Authority,Medium,Kasaragod,1,2024-01-11,3,7,55,153,0,10,12,1,1,Closed,42
KL2023-01729,Housing,Housing Board,Low,Ernakulam,1,2022-05-31,1,16,14,265,0,15,17,1,1,Closed,33
KL2023-01730,Social Security,Social Welfare,Low,Idukki,0,2024-07-12,4,6,28,355,0,15,14,0,0,Resolved,40
KL2023-01731,Housing,Housing Board,Critical,Pathanamthitta,1,2022-03-06,6,4,48,405,0,2,3,1,1,Closed,69
KL2023-01732,Housing,Housing Board,Critical,Pathanamthitta,0,2024-12-04,2,9,20,247,0,2,2,0,0,Resolved,52
KL2023-01733,Housing,Housing Board,Medium,Palakkad,1,2022-02-17,3,17,70,206,0,10,10,0,0,Resolved,53
KL2023-01734,Sanitation,Municipality,Low,Kasaragod,1,2024-01-18,3,4,32,80,0,15,16,1,0,Resolved,37
KL2023-01735,Sanitation,Municipality,Medium,Kollam,0,2022-09-17,5,9,40,543,0,10,12,1,0,Resolved,34
KL2023-01736,Education,Education Department,Medium,Idukki,0,2023-08-26,5,15,68,496,0,10,15,1,1,Closed,40
KL2023-01737,Social Security,Social Welfare,Medium,Alappuzha,0,2023-05-28,6,6,30,753,1,10,11,1,1,Closed,51
KL2023-01738,Revenue,Revenue Department,Medium,Ernakulam,1,2022-07-30,5,19,80,369,0,10,16,1,0,Resolved,47
KL2023-01739,Sanitation,Municipality,Medium,Wayanad,0,2024-09-26,3,14,62,483,0,10,7,0,0,Resolved,36
KL2023-01740,Revenue,Revenue Department,Medium,Kasaragod,0,2023-10-15,6,20,18,671,0,10,9,0,0,Resolved,23
KL2023-01741,Social Security,Social Welfare,Medium,Ernakulam,0,2023-02-14,1,19,50,432,0,10,10,0,0,Resolved,32
KL2023-01742,Education,Education Department,Medium,Thrissur,1,2022-12-09,4,2,70,309,0,10,13,1,1,Closed,57
KL2023-01743,Revenue,Revenue Department,Low,Malappuram,0,2024-12-22,6,12,55,80,0,15,20,1,0,In Progress,46
KL2023-01744,Public Works,PWD,Low,Ernakulam,0,2023-01-16,0,12,36,124,0,15,21,1,0,Resolved,50
KL2023-01745,Public Works,PWD,Medium,Idukki,0,2022-10-25,1,11,20,59,0,10,10,0,0,Resolved,45
KL2023-01746,Public Works,PWD,High,Wayanad,0,2022-01-23,6,11,32,526,0,5,10,1,1,Closed,53
KL2023-01747,Public Works,PWD,Medium,Alappuzha,1,2022-05-16,0,13,41,666,0,10,10,0,0,Resolved,51
KL2023-01748,Sanitation,Municipality,Medium,Palakkad,1,2023-03-22,2,4,76,334,1,10,14,1,1,Closed,64
KL2023-01749,Education,Education Department,Medium,Malappuram,0,2024-05-13,0,14,45,377,0,10,9,0,0,Resolved,33
KL2023-01750,Sanitation,Municipality,Medium,Alappuzha,0,2022-04-12,1,16,68,97,1,10,7,0,0,Resolved,46
KL2023-01751,Revenue,Revenue Department,Medium,Ernakulam,1,2022-09-02,4,4,62,225,0,10,19,1,1,Closed,59
KL2023-01752,Social Security,Social Welfare,Medium,Alappuzha,0,2022-02-13,6,10,7,709,1,10,14,1,1,Closed,37
KL2023-01753,Housing,Housing Board,High,Thrissur,0,2023-08-06,6,5,56,87,0,5,14,1,1,Closed,66
KL2023-01754,Housing,Housing Board,Low,Idukki,0,2022-02-03,3,3,65,147,1,15,33,1,1,Closed,79
KL2023-01755,Social Security,Social Welfare,Medium,Wayanad,0,2023-09-09,5,9,45,404,0,10,8,0,0,Resolved,43
KL2023-01756,Social Security,Social Welfare,Medium,Kollam,1,2023-10-04,2,16,11,452,0,10,7,0,0,Resolved,21
KL2023-01757,Revenue,Revenue Department,Medium,Wayanad,0,2024-07-19,4,16,20,432,1,10,6,0,0,Resolved,38
KL2023-01758,Education,Education Department,Medium,Thiruvananthapuram,0,2023-04-04,1,2,6,192,1,10,9,0,0,Resolved,43
KL2023-01759,Education,Education Department,Low,Idukki,0,2024-06-11,1,8,26,140,1,15,17,1,0,Resolved,43
KL2023-01760,Public Works,PWD,High,Kasaragod,0,2022-01-11,1,2,38,94,0,5,13,1,0,Resolved,66
KL2023-01761,Revenue,Revenue Department,Medium,Kollam,0,2023-06-25,6,11,53,326,1,10,17,1,1,Closed,57
KL2023-01762,Healthcare,Health Department,Critical,Malappuram,1,2024-08-01,3,4,21,376,1,2,1,0,0,Resolved,49
KL2023-01763,Healthcare,Health Department,Low,Kannur,1,2024-04-26,4,15,20,584,0,15,8,0,0,Resolved,17
KL2023-01764,Sanitation,Municipality,Low,Malappuram,0,2024-09-05,3,16,40,379,0,15,13,0,0,Resolved,25
KL2023-01765,Water Supply,Kerala Water Authority,Medium,Alappuzha,1,2022-07-08,4,9,42,778,0,10,8,0,0,Resolved,35
KL2023-01766,Education,Education Department,Medium,Idukki,1,2023-05-12,4,7,14,126,0,10,12,1,1,Closed,30
KL2023-01767,Housing,Housing Board,Medium,Alappuzha,0,2022-01-27,3,7,64,444,0,10,18,1,0,Resolved,63
KL2023-01768,Education,Education Department,Medium,Idukki,1,2023-03-04,5,19,72,576,1,10,10,0,0,Resolved,47
KL2023-01769,Public Works,PWD,High,Kannur,0,2023-10-01,6,15,24,566,0,5,4,0,0,Resolved,45
KL2023-01770,Education,Education Department,Low,Pathanamthitta,1,2023-03-25,5,12,54,513,0,15,16,1,1,Closed,39
KL2023-01771,Sanitation,Municipality,Low,Kannur,1,2024-03-30,5,7,13,334,0,15,14,0,0,Resolved,26
KL2023-01772,Social Security,Social Welfare,High,Pathanamthitta,0,2023-09-22,4,19,18,200,1,5,3,0,0,Resolved,33
KL2023-01773,Water Supply,Kerala Water Authority,Medium,Kollam,1,2022-08-14,6,8,7,521,0,10,6,0,0,Resolved,23
KL2023-01774,Healthcare,Health Department,Medium,Kottayam,1,2022-02-28,0,16,72,513,0,10,8,0,0,Resolved,35
KL2023-01775,Public Works,PWD,High,Kottayam,0,2022-08-31,2,18,15,412,0,5,4,0,0,Resolved,38
KL2023-01776,Social Security,Social Welfare,High,Alappuzha,0,2022-11-05,5,13,69,491,1,5,12,1,1,Closed,60
KL2023-01777,Housing,Housing Board,High,Thrissur,0,2023-07-13,3,12,17,100,0,5,3,0,0,Resolved,42
KL2023-01778,Social Security,Social Welfare,High,Wayanad,0,2024-05-15,2,7,42,243,0,5,6,1,1,Closed,47
KL2023-01779,Revenue,Revenue Department,Medium,Palakkad,1,2024-10-07,0,17,60,161,0,10,13,1,1,Closed,42
KL2023-01780,Sanitation,Municipality,Medium,Kollam,0,2023-03-26,6,4,11,86,0,10,12,1,1,Closed,29
KL2023-01781,Sanitation,Municipality,Medium,Kollam,0,2024-12-25,2,4,40,281,0,10,11,1,1,Escalated,40
KL2023-01782,Social Security,Social Welfare,Low,Ernakulam,1,2024-03-15,4,4,33,758,0,15,23,1,0,Resolved,45
KL2023-01783,Sanitation,Municipality,High,Pathanamthitta,0,2023-02-21,1,12,41,772,1,5,7,1,1,Closed,43
KL2023-01784,Housing,Housing Board,Low,Kollam,1,2023-01-15,6,17,66,362,0,15,18,1,1,Closed,51
KL2023-01785,Sanitation,Municipality,Medium,Pathanamthitta,0,2023-10-08,6,3,26,241,0,10,8,0,0,Resolved,36
KL2023-01786,Public Works,PWD,Low,Thrissur,0,2022-10-18,1,1,65,488,0,15,38,1,0,Resolved,75
KL2023-01787,Healthcare,Health Department,Critical,Kottayam,0,2022-06-07,1,6,6,658,0,2,1,0,0,Resolved,31
KL2023-01788,Public Works,PWD,High,Thrissur,0,2022-01-03,0,16,36,533,1,5,6,1,0,Resolved,58
KL2023-01789,Housing,Housing Board,High,Malappuram,0,2023-08-19,5,8,72,565,0,5,10,1,0,Resolved,68
KL2023-01790,Healthcare,Health Department,Medium,Kannur,0,2022-07-12,1,4,43,393,1,10,16,1,1,Closed,49
KL2023-01791,Public Works,PWD,Critical,Palakkad,1,2023-06-12,0,16,37,423,0,2,1,0,0,Resolved,53
KL2023-01792,Water Supply,Kerala Water Authority,Critical,Thiruvananthapuram,0,2023-12-24,6,10,47,580,0,2,4,1,1,Closed,43
KL2023-01793,Water Supply,Kerala Water Authority,Medium,Kollam,0,2023-07-07,4,17,7,201,0,10,5,0,0,Resolved,11
KL2023-01794,Social Security,Social Welfare,Medium,Kasaragod,0,2023-03-28,1,5,50,559,0,10,13,1,0,Resolved,50
KL2023-01795,Social Security,Social Welfare,Low,Idukki,1,2023-02-27,0,3,29,436,0,15,18,1,1,Closed,44
KL2023-01796,Revenue,Revenue Department,Medium,Kozhikode,0,2024-07-09,1,17,27,321,0,10,6,0,0,Resolved,30
KL2023-01797,Public Works,PWD,Low,Idukki,1,2024-03-11,0,19,58,332,1,15,21,1,0,Resolved,60
KL2023-01798,Housing,Housing Board,Medium,Malappuram,1,2024-12-01,6,11,20,493,0,10,15,1,1,Closed,42
KL2023-01799,Public Works,PWD,Low,Kottayam,1,2022-08-14,6,1,68,751,0,15,33,1,0,Resolved,76
KL2023-01800,Healthcare,Health Department,Low,Palakkad,1,2023-08-17,3,20,76,730,0,15,11,0,0,Resolved,32
KL2023-01801,Healthcare,Health Department,High,Kottayam,1,2024-09-24,1,10,13,351,0,5,5,0,0,Resolved,24
KL2023-01802,Housing,Housing Board,Medium,Thrissur,1,2022-03-25,4,7,41,657,0,10,16,1,0,Resolved,55
KL2023-01803,Water Supply,Kerala Water Authority,High,Kottayam,0,2022-01-11,1,14,50,726,1,5,10,1,1,Closed,44
KL2023-01804,Housing,Housing Board,Medium,Kottayam,1,2022-10-10,0,12,41,564,0,10,15,1,1,Closed,48
KL2023-01805,Healthcare,Health Department,High,Kollam,0,2023-07-09,6,5,30,492,0,5,5,0,0,Resolved,36
KL2023-01806,Education,Education Department,Medium,Kottayam,1,2023-03-25,5,2,65,413,1,10,19,1,0,Resolved,66
KL2023-01807,Social Security,Social Welfare,Medium,Ernakulam,0,2024-03-28,3,4,38,359,0,10,15,1,1,Closed,46
KL2023-01808,Healthcare,Health Department,Medium,Malappuram,0,2024-06-11,1,11,79,192,0,10,13,1,1,Closed,44
KL2023-01809,Sanitation,Municipality,Medium,Kottayam,1,2022-10-05,2,14,75,254,0,10,7,0,0,Resolved,41
KL2023-01810,Revenue,Revenue Department,Medium,Kottayam,1,2022-06-25,5,10,77,693,0,10,15,1,1,Closed,57
KL2023-01811,Healthcare,Health Department,Low,Ernakulam,0,2024-06-13,3,4,22,589,1,15,15,0,0,Resolved,42
KL2023-01812,Water Supply,Kerala Water Authority,Critical,Wayanad,1,2023-10-04,2,17,50,529,0,2,2,0,0,Resolved,36
KL2023-01813,Public Works,PWD,Critical,Ernakulam,0,2024-08-13,1,14,57,522,0,2,4,1,0,Resolved,63
KL2023-01814,Housing,Housing Board,Medium,Kannur,0,2024-05-12,6,3,22,679,0,10,16,1,1,Closed,52
KL2023-01815,Sanitation,Municipality,Low,Malappuram,0,2024-11-14,3,12,21,685,1,15,14,0,0,Resolved,33
KL2023-01816,Revenue,Revenue Department,Low,Thiruvananthapuram,0,2024-03-15,4,5,56,736,0,15,25,1,0,Resolved,56
KL2023-01817,Water Supply,Kerala Water Authority,Medium,Kasaragod,1,2022-04-22,4,3,12,326,0,10,8,0,0,Resolved,31
KL2023-01818,Education,Education Department,Medium,Idukki,1,2022-07-19,1,10,77,543,0,10,9,0,0,Resolved,50
KL2023-01819,Public Works,PWD,Medium,Kasaragod,0,2022-05-05,3,4,79,740,0,10,22,1,1,Closed,76
KL2023-01820,Housing,Housing Board,Medium,Wayanad,1,2023-02-24,4,17,23,625,0,10,10,0,0,Resolved,35
KL2023-01821,Water Supply,Kerala Water Authority,Low,Pathanamthitta,1,2023-04-03,0,5,43,693,1,15,19,1,0,Resolved,50
KL2023-01822,Housing,Housing Board,Low,Kannur,1,2024-09-20,4,20,30,167,0,15,11,0,0,Resolved,34
KL2023-01823,Education,Education Department,Medium,Thiruvananthapuram,0,2022-11-10,3,20,20,582,0,10,4,0,0,Resolved,16
KL2023-01824,Education,Education Department,High,Alappuzha,1,2023-02-23,3,4,65,75,0,5,6,1,1,Closed,56
KL2023-01825,Water Supply,Kerala Water Authority,Low,Ernakulam,0,2022-04-24,6,4,43,464,0,15,18,1,1,Closed,41
KL2023-01826,Healthcare,Health Department,Medium,Kasaragod,0,2023-04-27,3,18,38,677,0,10,6,0,0,Resolved,20
KL2023-01827,Water Supply,Kerala Water Authority,High,Kasaragod,1,2022-09-10,5,14,23,701,0,5,1,0,0,Resolved,24
KL2023-01828,Housing,Housing Board,Critical,Pathanamthitta,1,2022-10-18,1,8,26,573,0,2,2,0,0,Resolved,56
KL2023-01829,Sanitation,Municipality,Medium,Thrissur,0,2024-09-10,1,10,42,733,0,10,12,1,0,Resolved,33
KL2023-01830,Water Supply,Kerala Water Authority,Low,Idukki,0,2023-07-18,1,13,54,764,1,15,17,1,1,Closed,44
KL2023-01831,Water Supply,Kerala Water Authority,Low,Ernakulam,0,2024-05-20,0,5,8,340,0,15,11,0,0,Resolved,27
KL2023-01832,Water Supply,Kerala Water Authority,Low,Kollam,1,2024-03-08,4,1,79,360,0,15,22,1,0,Resolved,58
KL2023-01833,Water Supply,Kerala Water Authority,Low,Thiruvananthapuram,0,2023-12-28,3,5,64,790,0,15,16,1,1,Closed,48
KL2023-01834,Housing,Housing Board,Medium,Pathanamthitta,1,2024-01-03,2,17,69,265,0,10,12,1,0,Resolved,53
KL2023-01835,Social Security,Social Welfare,Critical,Palakkad,0,2022-05-09,0,6,24,410,0,2,1,0,0,Resolved,47
KL2023-01836,Public Works,PWD,High,Thrissur,1,2022-10-14,4,9,43,453,0,5,4,0,0,Resolved,59
KL2023-01837,Education,Education Department,Critical,Kasaragod,1,2024-09-17,1,13,65,670,0,2,1,0,0,Resolved,50
KL2023-01838,Healthcare,Health Department,High,Malappuram,1,2024-11-04,0,17,38,182,0,5,2,0,0,Resolved,24
KL2023-01839,Public Works,PWD,Medium,Malappuram,0,2023-12-14,3,19,56,119,0,10,12,1,0,Resolved,49
KL2023-01840,Healthcare,Health Department,Medium,Alappuzha,1,2022-07-17,6,4,68,745,0,10,15,1,1,Closed,49
KL2023-01841,Sanitation,Municipality,High,Kannur,1,2023-04-30,6,4,27,795,0,5,4,0,0,Resolved,38
KL2023-01842,Social Security,Social Welfare,Low,Kannur,1,2024-05-10,4,3,12,676,0,15,17,1,0,Resolved,38
KL2023-01843,Housing,Housing Board,High,Kasaragod,1,2022-05-30,0,15,52,671,0,5,3,0,0,Resolved,52
KL2023-01844,Housing,Housing Board,Low,Pathanamthitta,0,2023-10-20,4,4,62,436,0,15,27,1,0,Resolved,66
KL2023-01845,Sanitation,Municipality,Low,Alappuzha,0,2023-06-02,4,16,61,745,0,15,10,0,0,Resolved,33
KL2023-01846,Revenue,Revenue Department,Critical,Alappuzha,0,2023-02-17,4,6,60,591,0,2,5,1,1,Closed,64
KL2023-01847,Sanitation,Municipality,Medium,Kollam,1,2022-02-19,5,4,31,84,0,10,11,1,1,Closed,37
KL2023-01848,Housing,Housing Board,Medium,Idukki,0,2024-04-15,0,19,74,123,0,10,14,1,0,Resolved,52
KL2023-01849,Water Supply,Kerala Water Authority,Medium,Alappuzha,0,2023-03-01,2,19,65,562,0,10,12,1,1,Closed,31
KL2023-01850,Healthcare,Health Department,High,Kannur,1,2022-05-18,2,15,59,690,0,5,1,0,0,Resolved,35
KL2023-01851,Social Security,Social Welfare,Low,Kasaragod,0,2022-05-26,3,19,15,180,0,15,7,0,0,Resolved,19
KL2023-01852,Revenue,Revenue Department,Medium,Kollam,0,2022-08-30,1,16,34,102,1,10,10,0,0,Resolved,44
KL2023-01853,Public Works,PWD,Medium,Thiruvananthapuram,1,2023-04-04,1,10,37,449,1,10,13,1,1,Closed,63
KL2023-01854,Education,Education Department,High,Kasaragod,0,2022-11-20,6,10,14,597,0,5,5,0,0,Resolved,29
KL2023-01855,Sanitation,Municipality,Low,Kasaragod,0,2024-11-26,1,20,69,369,1,15,11,0,0,Resolved,41
KL2023-01856,Social Security,Social Welfare,Medium,Malappuram,0,2022-04-27,2,18,19,646,1,10,11,1,1,Closed,32
KL2023-01857,Revenue,Revenue Department,Medium,Kozhikode,0,2022-03-03,3,2,48,481,0,10,18,1,0,Resolved,56
KL2023-01858,Public Works,PWD,Low,Kannur,0,2022-05-02,0,5,31,610,0,15,23,1,1,Closed,57
KL2023-01859,Public Works,PWD,Medium,Kannur,0,2022-05-08,6,8,68,124,0,10,22,1,1,Closed,67
KL2023-01860,Housing,Housing Board,High,Idukki,0,2022-05-25,2,14,15,614,0,5,4,0,0,Resolved,39
KL2023-01861,Water Supply,Kerala Water Authority,High,Pathanamthitta,1,2023-07-09,6,2,18,86,0,5,3,0,0,Resolved,37
KL2023-01862,Water Supply,Kerala Water Authority,Low,Palakkad,1,2023-04-07,4,12,60,539,0,15,13,0,0,Resolved,38
KL2023-01863,Revenue,Revenue Department,Medium,Kannur,0,2023-04-12,2,1,12,76,0,10,14,1,1,Closed,44
KL2023-01864,Sanitation,Municipality,Low,Palakkad,0,2024-02-16,4,1,75,543,0,15,23,1,0,Resolved,57
KL2023-01865,Social Security,Social Welfare,Medium,Wayanad,1,2022-09-14,2,14,59,612,0,10,11,1,0,Resolved,42
KL2023-01866,Water Supply,Kerala Water Authority,Low,Kollam,1,2024-01-24,2,12,29,401,1,15,12,0,0,Resolved,36
KL2023-01867,Social Security,Social Welfare,Medium,Thiruvananthapuram,0,2023-05-03,2,8,16,652,1,10,10,0,0,Resolved,43
KL2023-01868,Housing,Housing Board,Medium,Alappuzha,0,2024-04-25,3,18,77,96,0,10,12,1,1,Closed,54
KL2023-01869,Housing,Housing Board,Low,Kasaragod,0,2023-05-27,5,2,14,108,0,15,21,1,0,Resolved,51
KL2023-01870,Healthcare,Health Department,Critical,Kottayam,0,2022-03-31,3,11,49,666,0,2,2,0,0,Resolved,41
KL2023-01871,Sanitation,Municipality,Critical,Kottayam,1,2022-09-23,4,20,55,540,0,2,1,0,0,Resolved,34
KL2023-01872,Education,Education Department,Low,Kozhikode,0,2022-06-07,1,3,37,606,0,15,20,1,0,Resolved,44
KL2023-01873,Public Works,PWD,Medium,Kasaragod,1,2023-03-28,1,15,43,425,0,10,16,1,1,Closed,49
KL2023-01874,Revenue,Revenue Department,High,Kasaragod,0,2023-05-16,1,17,39,376,0,5,4,0,0,Resolved,37
KL2023-01875,Education,Education Department,Low,Thiruvananthapuram,0,2023-12-11,0,14,67,336,0,15,14,0,0,Resolved,41
KL2023-01876,Education,Education Department,Medium,Alappuzha,0,2022-10-08,5,17,34,362,1,10,8,0,0,Resolved,35
KL2023-01877,Sanitation,Municipality,High,Kollam,0,2024-02-02,4,5,9,290,0,5,4,0,0,Resolved,30
KL2023-01878,Water Supply,Kerala Water Authority,Medium,Kozhikode,0,2024-07-18,3,4,7,560,0,10,10,0,0,Resolved,28
KL2023-01879,Housing,Housing Board,Medium,Kottayam,1,2023-07-24,0,19,54,357,0,10,15,1,1,Closed,44
KL2023-01880,Education,Education Department,Low,Thiruvananthapuram,1,2023-07-26,2,20,54,557,0,15,9,0,0,Resolved,29
KL2023-01881,Housing,Housing Board,Medium,Kasaragod,1,2024-02-23,4,13,61,95,0,10,15,1,0,Resolved,55
KL2023-01882,Social Security,Social Welfare,High,Pathanamthitta,0,2024-06-01,5,18,11,726,1,5,7,1,0,Resolved,32
KL2023-01883,Public Works,PWD,Low,Thiruvananthapuram,1,2023-11-20,0,9,80,271,0,15,31,1,1,Closed,70
KL2023-01884,Public Works,PWD,High,Wayanad,1,2024-06-07,4,14,12,161,0,5,2,0,0,Resolved,42
KL2023-01885,Social Security,Social Welfare,Low,Wayanad,1,2023-08-12,5,18,64,484,0,15,15,0,0,Resolved,39
KL2023-01886,Revenue,Revenue Department,High,Pathanamthitta,1,2024-02-20,1,15,35,185,0,5,4,0,0,Resolved,38
KL2023-01887,Housing,Housing Board,Critical,Kottayam,0,2023-07-16,6,3,36,605,0,2,3,1,0,Resolved,66
KL2023-01888,Social Security,Social Welfare,Low,Thiruvananthapuram,0,2023-07-16,6,12,39,725,0,15,20,1,0,Resolved,37
KL2023-01889,Housing,Housing Board,High,Kollam,0,2023-09-21,3,19,46,320,0,5,7,1,1,Closed,44
KL2023-01890,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2022-02-05,5,15,6,527,0,10,8,0,0,Resolved,14
KL2023-01891,Housing,Housing Board,Medium,Idukki,1,2024-09-10,1,18,32,468,0,10,10,0,0,Resolved,37
KL2023-01892,Housing,Housing Board,Medium,Malappuram,1,2022-06-12,6,9,75,371,0,10,19,1,1,Closed,65
KL2023-01893,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,1,2023-06-13,1,9,38,556,0,10,11,1,0,Resolved,33
KL2023-01894,Healthcare,Health Department,Low,Pathanamthitta,1,2022-04-12,1,8,19,720,0,15,13,0,0,Resolved,25
KL2023-01895,Housing,Housing Board,Medium,Pathanamthitta,0,2024-11-03,6,15,79,374,0,10,15,1,0,Resolved,59
KL2023-01896,Sanitation,Municipality,Low,Thiruvananthapuram,1,2023-06-15,3,9,7,744,0,15,10,0,0,Resolved,21
KL2023-01897,Public Works,PWD,Critical,Palakkad,0,2022-04-02,5,20,35,408,0,2,7,1,0,Resolved,48
KL2023-01898,Water Supply,Kerala Water Authority,Critical,Kollam,1,2024-11-12,1,3,35,258,0,2,1,0,0,Resolved,47
